identifier,mean_plddt,mean_pae,pae_prot,pae_inter
cckar_human___864,0.6639704704284668,14.703246116638184,14.703246116638184,
ghsr_human___2156,0.7116462588310242,11.648600578308105,11.648600578308105,
lgr4_human___573,0.5954549312591553,20.625160217285156,20.625160217285156,
c5ar1_human___573,0.6764942407608032,12.571711540222168,12.571711540222168,
oprm_human___5654,0.650807797908783,14.929152488708496,14.929152488708496,
ednrb_human___613,0.6545678973197937,14.298264503479004,14.298264503479004,
pacr_human___3570,0.6706477999687195,20.911766052246094,20.911766052246094,
fzd2_human___1157,0.7187950015068054,17.219343185424805,17.219343185424805,
ssr1_human___5654,0.6306856274604797,15.478924751281738,15.478924751281738,
ntr2_human___1099,0.6565752625465393,14.191387176513672,14.191387176513672,
grpr_human___1136,0.6501996517181396,14.85169792175293,14.85169792175293,
agtr2_human___1790,0.7086917161941528,12.357126235961914,12.357126235961914,
cml1_human___2945,0.6532968282699585,16.153804779052734,16.153804779052734,
ntr1_human___798,0.6394386887550354,16.817272186279297,16.817272186279297,
gipr_human___1140,0.6898954510688782,13.36156177520752,13.36156177520752,
ntr1_human___1579,0.6774823069572449,14.014162063598633,14.014162063598633,
gpr37_human___3594,0.48216885328292847,23.34488296508789,23.34488296508789,
nk3r_human___2090,0.6237772107124329,16.526168823242188,16.526168823242188,
ox2r_human___3735,0.6588944792747498,15.962119102478027,15.962119102478027,
ccr2_human___798,0.647458553314209,15.272865295410156,15.272865295410156,
mrgx1_human___687,0.6531513929367065,15.430542945861816,15.430542945861816,
par4_human___11417,0.7116694450378418,11.680767059326172,11.680767059326172,
acthr_human___1320,0.7271138429641724,8.9778413772583,8.9778413772583,
oprd_human___2019,0.6710119247436523,13.569160461425781,13.569160461425781,
cxcr3_human___6067,0.6774658560752869,13.939885139465332,13.939885139465332,
c5ar2_human___3548,0.6734470725059509,20.428314208984375,20.428314208984375,
hrh4_human___1298,0.6521250605583191,15.247529983520508,15.247529983520508,
bkrb2_human___582,0.6727900505065918,13.52481460571289,13.52481460571289,
kissr_human___3594,0.5890905261039734,17.175186157226562,17.175186157226562,
cx3c1_human___3548,0.6665154695510864,20.974300384521484,20.974300384521484,
qrfpr_human___681,0.6713637709617615,16.73556900024414,16.73556900024414,
glp2r_human___856,0.45046478509902954,25.776409149169922,25.776409149169922,
ackr4_human___810,0.7263593673706055,11.320557594299316,11.320557594299316,
galr1_human___573,0.6911882162094116,14.366599082946777,14.366599082946777,
cxcr4_human___5654,0.7066892981529236,12.352877616882324,12.352877616882324,
oprd_human___1162,0.6791548728942871,13.194573402404785,13.194573402404785,
v1br_human___2168,0.6169467568397522,16.242141723632812,16.242141723632812,
fpr1_human___613,0.7380843162536621,10.726478576660156,10.726478576660156,
ccr4_human___856,0.5012667775154114,24.807798385620117,24.807798385620117,
cxcr4_human___808,0.6804198026657104,15.114376068115234,15.114376068115234,
xcr1_human___754,0.68299800157547,13.668700218200684,13.668700218200684,
pacr_human___4358,0.6506916880607605,17.705520629882812,17.705520629882812,
ccr7_human___855,0.5870867371559143,21.523820877075195,21.523820877075195,
oprx_human___1136,0.6907126307487488,14.719512939453125,14.719512939453125,
ur2r_human___3643,0.6176150441169739,16.20494842529297,16.20494842529297,
lgr4_human___585,0.6010085344314575,18.72288703918457,18.72288703918457,
npy2r_human___1152,0.6792992949485779,14.014290809631348,14.014290809631348,
lgr4_human___817,0.5567498207092285,21.634477615356445,21.634477615356445,
galr1_human___5654,0.7124036550521851,11.53402042388916,11.53402042388916,
cxcr3_human___5895,0.6647220849990845,14.336334228515625,14.336334228515625,
cx3c1_human___3647,0.6091281175613403,16.322492599487305,16.322492599487305,
gpr37_human___585,0.5136290788650513,22.01942253112793,22.01942253112793,
nk1r_human___612,0.663215160369873,15.246191024780273,15.246191024780273,
v1br_human___821,0.6077125668525696,18.734289169311523,18.734289169311523,
npy5r_human___3548,0.6177806258201599,22.439062118530273,22.439062118530273,
bkrb2_human___1790,0.650117814540863,15.106189727783203,15.106189727783203,
oprm_human___3542,0.6113767623901367,16.616329193115234,16.616329193115234,
npbw2_human___3640,0.6776719093322754,14.407377243041992,14.407377243041992,
ssr1_human___1997,0.6223511099815369,16.122356414794922,16.122356414794922,
ox2r_human___5654,0.6588178873062134,15.819907188415527,15.819907188415527,
pacr_human___1579,0.6584485173225403,15.738383293151855,15.738383293151855,
nk1r_human___644,0.6783353090286255,14.616656303405762,14.616656303405762,
ntr1_human___585,0.6796254515647888,13.808870315551758,13.808870315551758,
c5ar2_human___2945,0.6652198433876038,14.154813766479492,14.154813766479492,
npy2r_human___1699,0.6702932119369507,14.249756813049316,14.249756813049316,
crfr2_human___2257,0.6567659974098206,14.953639030456543,14.953639030456543,
ssr5_human___2019,0.6689874529838562,13.819733619689941,13.819733619689941,
mshr_human___1140,0.6894099712371826,12.099809646606445,12.099809646606445,
nmur2_human___1099,0.6744803786277771,14.256457328796387,14.256457328796387,
gipr_human___1152,0.6720468997955322,16.3413028717041,16.3413028717041,
kissr_human___1643,0.6055566072463989,16.204702377319336,16.204702377319336,
npff2_human___681,0.5666114091873169,20.34747886657715,20.34747886657715,
kissr_human___1871,0.6271483898162842,15.320205688476562,15.320205688476562,
trfr_human___3548,0.6606615781784058,21.784320831298828,21.784320831298828,
gpr39_human___2019,0.6225119233131409,16.3944149017334,16.3944149017334,
galr2_human___3643,0.6407237648963928,15.108969688415527,15.108969688415527,
bkrb1_human___3542,0.6808653473854065,13.62675952911377,13.62675952911377,
gpr75_human___2168,0.5004590153694153,21.58225440979004,21.58225440979004,
calrl_human___754,0.6614924669265747,16.922388076782227,16.922388076782227,
npsr1_human___2168,0.6818216443061829,13.143966674804688,13.143966674804688,
gipr_human___574,0.6763964295387268,17.17122459411621,17.17122459411621,
pkr1_human___1871,0.6642966270446777,14.28802490234375,14.28802490234375,
ccr7_human___808,0.6959530115127563,13.633877754211426,13.633877754211426,
ccr2_human___758,0.6443172693252563,16.81801986694336,16.81801986694336,
npsr1_human___5654,0.6799575686454773,13.569039344787598,13.569039344787598,
nk3r_human___1504,0.6381474733352661,17.674169540405273,17.674169540405273,
ghrhr_human___3542,0.6971226334571838,12.29611873626709,12.29611873626709,
hrh4_human___687,0.652543842792511,16.422006607055664,16.422006607055664,
mrgx1_human___3640,0.6555238962173462,16.729549407958984,16.729549407958984,
agtr2_human___613,0.6906214356422424,12.014358520507812,12.014358520507812,
sctr_human___2156,0.7239355444908142,12.702938079833984,12.702938079833984,
nmur1_human___1579,0.6668209433555603,13.434281349182129,13.434281349182129,
xcr1_human___817,0.6479082107543945,18.06082534790039,18.06082534790039,
trfr_human___4058,0.6537289619445801,15.155552864074707,15.155552864074707,
mshr_human___5654,0.7058748602867126,10.238680839538574,10.238680839538574,
fshr_human___3640,0.6738228797912598,17.495487213134766,17.495487213134766,
galr2_human___2019,0.6500380635261536,14.859404563903809,14.859404563903809,
cxcr2_human___585,0.704962968826294,11.809797286987305,11.809797286987305,
npff1_human___11417,0.6500198245048523,15.806783676147461,15.806783676147461,
npff2_human___1790,0.5841112732887268,19.978330612182617,19.978330612182617,
fpr1_human___1047,0.6960363388061523,11.735125541687012,11.735125541687012,
mchr1_human___1790,0.609308123588562,15.875222206115723,15.875222206115723,
nmur2_human___2270,0.646030843257904,16.138208389282227,16.138208389282227,
nmur2_human___1579,0.6682006120681763,13.863723754882812,13.863723754882812,
galr1_human___3735,0.6923977732658386,11.9956693649292,11.9956693649292,
mc3r_human___2270,0.6595820784568787,14.012042999267578,14.012042999267578,
ackr4_human___808,0.6833858489990234,14.580471992492676,14.580471992492676,
cx3c1_human___681,0.6497651934623718,15.470595359802246,15.470595359802246,
oprm_human___1298,0.6274133324623108,15.74015998840332,15.74015998840332,
crfr1_human___3643,0.6930688619613647,14.510064125061035,14.510064125061035,
gpr37_human___2168,0.5092825293540955,21.919584274291992,21.919584274291992,
rl3r1_human___574,0.5979530811309814,19.154722213745117,19.154722213745117,
oprk_human___2945,0.6360670328140259,18.00625228881836,18.00625228881836,
apj_human___1479,0.6538556218147278,13.638031005859375,13.638031005859375,
cxcr4_human___3542,0.6889107823371887,14.75636100769043,14.75636100769043,
cxcr3_human___3570,0.6856946349143982,19.92063331604004,19.92063331604004,
gnrhr_human___3548,0.6884075403213501,20.313814163208008,20.313814163208008,
vipr2_human___3700,0.6134037375450134,19.938905715942383,19.938905715942383,
ccr8_human___856,0.4970797896385193,25.096511840820312,25.096511840820312,
mrgx2_human___574,0.643260657787323,17.681180953979492,17.681180953979492,
ssr3_human___2019,0.6091204881668091,16.43096923828125,16.43096923828125,
acthr_human___4057,0.7303261160850525,10.025511741638184,10.025511741638184,
apj_human___2945,0.6335670351982117,17.178625106811523,17.178625106811523,
nk1r_human___1514,0.6812080144882202,15.592879295349121,15.592879295349121,
mtlr_human___1099,0.6327030062675476,15.051815032958984,15.051815032958984,
nk1r_human___1871,0.670508086681366,15.172303199768066,15.172303199768066,
fzd2_human___644,0.7261640429496765,17.183963775634766,17.183963775634766,
bkrb1_human___5654,0.7025663256645203,11.44723129272461,11.44723129272461,
ccr2_human___5654,0.6650428771972656,14.227683067321777,14.227683067321777,
bkrb2_human___3548,0.6736176013946533,21.571081161499023,21.571081161499023,
pth2r_human___3594,0.5720548033714294,18.42558479309082,18.42558479309082,
fpr1_human___687,0.6779547929763794,14.166831016540527,14.166831016540527,
cxcr6_human___817,0.6455608010292053,18.480913162231445,18.480913162231445,
fzd1_human___810,0.6235069632530212,21.237646102905273,21.237646102905273,
nk2r_human___1871,0.6804260015487671,13.852653503417969,13.852653503417969,
mtlr_human___1136,0.6404387354850769,15.953115463256836,15.953115463256836,
nmbr_human___3594,0.6241289973258972,15.968220710754395,15.968220710754395,
ghrhr_human___2270,0.7133952975273132,11.46784782409668,11.46784782409668,
ackr2_human___1320,0.6658982038497925,13.713804244995117,13.713804244995117,
ox2r_human___1699,0.6642518639564514,16.565372467041016,16.565372467041016,
galr2_human___3700,0.5600911974906921,21.476268768310547,21.476268768310547,
